id,name,kana,area,category,lat,lng,zoom,url,image,description,受入員数,所要時間,開催場所,電話番号,住所,営業時間,定休日,料金,アクセス,駐車場,ウェブサイト,オンライン予約,体験内容,最少催行人員,注意事項,駐車場：台数,駐車場：大型バスの駐車,駐車場：備考,受付期間,備考,メールアドレス,関連資料,決済方法,開催期間
detail_2027,乗馬体験,じょうばたいけん,"あわら・坂井・福井市,あわら市",自然・スポーツ体験,36.250487,136.224738,16,https://www.fuku-e.com/experience/detail_2027.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2027/2027_1_l.jpg,馬と触れ合うことができる乗馬クラブです。馬に乗って歩くといつも見慣れた風景も新鮮に見え、気持ちのいい汗が流せます。今まで馬に乗ったことがないという初心者の方はえさやりを通して馬と触れ合うことが出来ます。　,,3時間,,0776-74-0081（乗馬クラブ　パ・ドゥドゥ）,福井県あわら市赤尾50-4-1,9:00~19:30,毎週火曜日(祝日の場合は翌日の水曜日)、年末年始,"体験乗馬(15分)3,000円
、(30分)5,000円
曳き馬(5分)1,000円
外乗(30分) 4,000円、(60分)8,000円",JR芦原温泉駅から車で約10分/北陸自動車道金津ICから車で約10分,,http://www.padodo.net/index.html,,"体験乗馬、曳き馬
、外乗",,予約方法 : 電話、ホームページ,,,,,,,,,
detail_2028,越前そばの里,えちぜんそばのさと,"丹南,越前市",食品づくり体験,35.9053634,136.2072032,16,https://www.fuku-e.com/spot/detail_2028.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2028/2028_6_l.jpg,越前そば発祥の地で「そば打ち体験」にチャレンジ！！モニターを使った丁寧な指導で初めての方でも安心です。お子様もOK、家族で楽しめます。武生でそばといえば、おろしそば。大根おろしを入れたつゆでさっぱりと食べる食べ方は日本でもこの地方だけだとか…,お問い合わせ下さい。,約90分（そば打ち～お召し上がり～後片付けまで）,,0778-21-0272（越前そばの里）,福井県越前市真柄町7-37,9:30~16:00,1/1、1/2、1/3,"(1)一打ち 　税別1,800円(約2人前)
",北陸自動車道武生ICから車で2分,,https://www.echizensoba.co.jp,,"(1)そば打ち体験(午前の部10:00～11:30、午後の部12:30～14:00、15:00～16:30)
",,予約方法 : 電話またはHPから,,,,,,,,,
detail_2029,万葉そば道場,まんようそばどうじょう,"丹南,越前市",食品づくり体験,35.8832083,136.2294257,16,https://www.fuku-e.com/experience/detail_2029.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2029/2029_1_l.jpg,自家栽培のそばの実を自家製粉したそば粉を使ってそば打ち体験ができます。自分で打って食べるそばの味は格別です。,お問い合わせ下さい,約3時間,,0778-27-1863（万葉そば道場）,福井県越前市上大坪町19-20,10:00~14:00,年始、毎週水曜日,"一人 3000円(500ｇ7食分)
一人 6,000円(1.0kg15食分)",北陸自動車道武生ICから車で15分,,,,そば打ち体験,,予約方法 : 電話予約,,,,,予約のみです,,,,
detail_2030,観光農園どんぐり山,かんこうのうえんどんぐりやま,"丹南,越前市",農業体験・フルーツ狩り,35.865242,136.062895,16,https://www.fuku-e.com/experience/detail_2030.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2030/2030_1_l.jpg,自然とふれあえる体験型観光農園。県内で唯一各種のフルーツ狩りを楽しむことができ、自然を生かした体験ができる。さくらんぼにはオーナー制もあり。,ぶどう狩り:15名以上は要予約　　　　　　　さくらんぼ狩り:いずれの場合も要予約,2～3時間,,0778-28-1288（観光農園どんぐり山）,福井県越前市中山町11-1-1,"さくらんぼ狩り
6月上旬ごろ ~ 6月下旬ごろ

ぶどう狩り
8月上旬ごろ ~ 10月中旬ごろ
9:00~17:00",11月～4月末日,"・さくらんぼ狩り：小学生以上2,300円、3才以上1,000円 (※この価格で20分間お楽しみいただけます。)
・ぶどう狩り食べ放題：大人(中学生以上)1,300円、小学生以上800円、園児(3才以上)600円",北陸自動車道武生ICから車で30分,,http://www.donguriyama.jp/,,"さくらんぼ狩り
ぶどう狩り",,予約方法 : 予約専用番号　　　　　　　　　　　　　　　　　　　　　　080-4259-1288(受付12時～15時),,,,,"どんぐり山には、お客様に一本の木を選んでいただき、一年契約でその木からならば自由に摘果・収穫ができるオーナー制があります。
　あなたもオーナーになって、あなただけのフルーツを育ててみませんか？ たわわに実ったフルーツを、自分の手で収穫する喜びは格別ですよ！",,,,
detail_2031,タケフナイフビレッジ,たけふないふびれっじ,"丹南,越前市",ものづくり体験,35.887963,136.236553,16,https://www.fuku-e.com/spot/detail_2031.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2031/2031_2_l.jpg,タケフナイフビレッジは13社の刃物会社が集まる越前打刃物の共同工房で、鍛冶や研ぎ職人の作業風景を無料で見学できる、全国でも珍しい産業観光総合施設です。越前打刃物の歴史紹介パネルや道具の展示のほか、2020年8月にOPENした新館では、ナイフや包丁、鎌…,"個人向けは1名より受付
団体は最低催行人数あり（要確認）",1〜6時間,,0778-27-7120（タケフナイフビレッジ協同組合）,福井県越前市余川町22-91,9:00~17:00,無休(年末年始は除く),"入場無料
体験料　600円～20,000円",北陸自動車道武生ICから車で10分,あり,http://www.takefu-knifevillage.jp/,,"（個人向け）包丁教室、研ぎ教室
（団体向け）ペーパーナイフ教室、キーホルダー教室、研ぎ教室",,"予約方法 : 個人向け　1週間前までにネットで予約
　　　　　団体向け　2週間前までに電話で予約",,,,受付時間 : 9時～17時,,,,,
detail_2032,越前和紙の里　パピルス館,えちぜんわしのさとぱぴるすかん,"丹南,越前市",ものづくり体験,35.9113244,136.2433045,16,https://www.fuku-e.com/spot/detail_2032.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2032/2032_4_l.jpg,日本一の手すき和紙産地「越前和紙の里」を見学し、体験しよう。1500年の歴史のある紙すきの資料を一堂に展示した資料館「紙の文化博物館」で学び、伝統工芸士のワザを見ることのできる「卯立の工芸館」を見学し、「パピルス館」で世界に1枚しかない、あなた…,40～80名まで,120分,,0778-42-1363（パピルス館 0778-42-1363）,福井県越前市新在家町8-44,9:00~16:00,年末年始,"500円～
",JR武生駅から福鉄バス南越線「和紙の里」下車/北陸自動車道武生ICから車で10分,あり,http://www.echizenwashi.jp/features/papyrus.html,,紙漉き体験,,予約方法 : 電話・メールにて,,,,,,,,,
detail_2033,グラウンド・ゴルフ(清水植物園グラウンドゴルフ場),ぐらうんどごるふ,"あわら・坂井・福井市,坂井市",自然・スポーツ体験,36.2404787,136.1436646,16,https://www.fuku-e.com/experience/detail_2033.html,https://www.fuku-e.com/common/images/ogImg.png,全面天然芝72ホールの自然豊かなコース。当コースは植物園内にあるので、年間を通して水仙やしゃくなげ、桜などの木々や花々が楽しめます。その他、しゃくなげ園(4月20日～5月20日)や植木の展示即売場などがあり、ガーデニングが好きな方も楽しめます。,,2時間～5時間,,"0776-82-4128（株式会社清水植物園
FAX 0776-82-1893）",福井県坂井市三国町崎62-9,"8:30~17:00(要予約)
",無休(積雪がある場合は休館),"大人800円(福井県グラウンドゴルフ協会員の方500円)
小人(小学生以下)500円
貸し用具 クラブ100円　ボール100円",金津ICから車で17分/東尋坊から車で5分/加賀ICから車で30分,あり,https://yume-ki.com/groundgolf/,,,,予約方法 : 15名以上の団体は与作が必要TEL又はメール,50,可,,,当ゴルフ場は、(社)日本グラウンド・ゴルフ協会　の認定コースです　,,,,
detail_2034,大本山永平寺　参籠研修坐禅体験参禅・写経体験は、現在感染症対策の為休止中,だいほんざんえいへいじさんろうけんしゅうしゃきょうたいけん,"永平寺・奥越,永平寺町",歴史・文化体験,36.055686,136.355425,16,https://www.fuku-e.com/experience/detail_2034.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2034/2034_1_l.jpg,参籠研修:修行僧の1日体験です。お寺に宿泊し、坐禅や朝課を体験していただきます。写経体験:姿勢を正しく、心静かに無心にお教を写していただく。ただそれだけで写経の功徳がいただけます。お手本は3種類。あなたにあった写経をどうぞ。,,2時間　(1時間コ-スあり),,0776-63-3102（大本山永平寺 総受処 0776-63-3102）,福井県永平寺町志比,お問い合せ下さい,無休,お問い合わせ下さい。,福井駅東口から京福バス「特急永平寺ライナー」で直通約30分/えちぜん鉄道福井駅から勝山永平寺線で「永平寺口駅」下車、京福バス「永平寺門前行」または「永平寺行」に乗り換えて終点下車、徒歩5分。(総計で約45分)/北陸自動車道福井北ICから中部縦貫道(無料区間)で永平寺参道IC下車、国道364号経由で車で15分。　,,https://daihonzan-eiheiji.com/,,"参籠研修
写経体験",,予約方法 : 電話にて,,,永平寺半杓橋近くにコインパーキング,,,,,,
detail_2035,そばの郷　池田屋,そばのさといけだや,"丹南,池田町",食品づくり体験,35.860261808938105,136.36513592883605,18,https://www.fuku-e.com/spot/detail_2035.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2035/2035_1_l.jpg,※新型コロナウイルス感染拡大防止の為、当面の間体験の受入を中止します（2022年3月記）職人さんが本格的なそばの打ち方を丁寧に教えてくれます。福井名物「おろしそば」を自分の手で作って味わってみませんか。出来上がりがちょっと不格好でも味は格別です…,1～40人,1時間半～2時間,,0778-44-6878（そばの郷　池田屋）,福井県池田町土合皿尾14-7-1,10:00~17:00,火曜日、年末年始,"■そば打ち:3人まで1台3,300円(6皿分)で、4人目以降は1人増えるごとにプラス300円
■餅つき:1臼(白丸餅約20個分)あたり3,000円で、おろし餅・きなこ餅はプラス500円、豆餅・草餅はプラス1,000円、栃餅はプラス2,500円",北陸自動車道「武生IC」または「鯖江IC」から車で35分/北陸自動車道「福井IC」から車で40分,あり,http://fukui-ikedaya.sakura.ne.jp/,,"そば打ち
餅つき",,予約方法 : 電話予約,30,,,,,,,,
detail_2036,魚見手作りこんにゃく道場,うおみてづくりこんにゃくどうじょう,"丹南,池田町",食品づくり体験,35.8444531,136.2728755,16,https://www.fuku-e.com/experience/detail_2036.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2036/2036_1_l.jpg,所要時間は約2時間。練って練って、さあ練って！歯ごたえ抜群の昔ながらの魚見流手作りこんにゃくに挑戦してみませんか。エプロン、三角巾はご持参ください。1週間前までに要予約。,4～25人,約1時間,,0778-44-6756（魚見手作りこんにゃく道場）,福井県池田町魚見13-6-1,夏季9:00～､冬季10:00～,不定休(希望日の1週間前までにご予約下さい),"こんにゃく作り体験　1人　中学生以上1,500円、小学生以下1,000円(体験料、おみやげ付)",北陸自動車道「武生IC」から車で30分/北陸自動車道「鯖江IC」から車で35分/北陸自動車道「福井IC」から車で45分/,あり,http://www.e-ikeda.jp/meet/p004050.html,,こんにゃく作り,4人,予約方法 : 電話予約,10,,,,※上記電話が不在で繋がらない場合は、いけだ農村観光協会(0778-44-8060)にお問い合わせください。,,,,
detail_2038,ウッドラボいけだ,うっどらぼいけだ,"丹南,池田町",自然・スポーツ体験,35.890434143407944,136.339335224823,16,https://www.fuku-e.com/spot/detail_2038.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2038/2038_1_l.jpg,2020年10月に移転オープン。池田町の「木望のまちプロジェクト」の一環で作られた木工体験施設。ものづくりを始めたい初心者から、より深く楽しみたい熟練者まで、様々なかたちでものづくりが楽しめるコースが用意されています。,1～20人程度,30分～2時間（体験により異なる）,ウッドラボいけだ,0778-44-6270（ウッドラボいけだ）,福井県池田町池田9-6-1,9:00~17:00,水曜日、年末年始,"手書きキーホルダー作り800円、寄木キーホルダー作り800円、メッセージボート作り1,000円～、時計作り1,800円、カッティングボード作り2,000円～。※体験は事前要予約。
この他、お好きな作品を作るDIY利用(4時間1,000円)もできます。詳しくはお問い合わせください。",北陸自動車道「武生IC」または「鯖江IC」から車で30分/北陸自動車道「福井IC」から車で35分,あり,https://ikeda-kibou100.jp/project/woodlabo/,,木工クラフト,"1名
",予約方法 : 電話予約,20,,,随時受付,,,,,
detail_2039,今庄そば道場,いまじょうそばどうじょう,"丹南,南越前町",食品づくり体験,35.7495502,136.2030182,16,https://www.fuku-e.com/experience/detail_2039.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2039/2039_1_l.jpg,そば通をうならせる今庄の「そば」は、厳しい自然と風土の中で丹念に栽培されています。今庄そば道場では、石臼でひいた純正のそば粉と天然の山芋を合わせ、湧き水で打つ本格そば打ちが体験できます。自分で打ったそばのおいしさは、絶品です。子供から大人…,,①11月～2月の平日のみ。所要時間約3．5時間。7時集合出発～10:30頃終了②所要時間約3時間。午前09:00～12:00頃　午後13:30～16:30頃③所要時間約3．5時間。10:00～13:00頃終了④所要時間約3時間。午前08:00～11:00頃、午後14:00～17:00頃⑤所要時間約3.5時間。午前08:00～11:30頃、午後13:30～17:00頃⑥所要時間約3.5時間。午前08:00～11:30頃、午後13:30～17:00頃,,"0778-45-1385（今庄そば道場
0778-45-1385）",福井県南越前町大門10-3-1,第1回10:00､第2回14:00~,毎週火曜日(火曜日が祝祭日のときはその翌日)・年末年始,"1こね2,000円(税別)",JR今庄駅から町営バス広野・孫谷行き「大門」下車徒歩2分/北陸自動車道今庄ICから車で15分,,,,,,予約方法 : 事前電話予約,,,,,,,,,
detail_2040,リトリートたくら,りとりーとたくら,"丹南,南越前町",食品づくり体験,35.792174,136.267202,16,https://www.fuku-e.com/experience/detail_2040.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2040/2040_1_l.jpg,そば打ちの体験が楽しめる、自然に囲まれた施設です。館内にはそば作りの道具を展示してあるそば資料館やレストランがあり、外にはバーベキュー舎やモダンなコテージもあり、心からリラックスできます。,,30分～1時間,,"0778-45-1310（リトリートたくら
0778-45-1310）",福井県南越前町古木59-52,第1回10:00~､第2回13:30~､第3回14:30~,毎週水曜日・年末年始,,北陸自動車道今庄ICから車で20分,,http://www.r-takura.com/contents/retreat/index.html,,そば打ち体験,,予約方法 : 事前電話予約,,,,,,,,,
detail_2042,泰澄の杜ぶどう園,たいちょうのもりぶどうえん,"丹南,越前町",農業体験・フルーツ狩り,35.9975127,136.0935598,16,https://www.fuku-e.com/experience/detail_2042.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2042/2042_2_l.jpg,温泉、宿泊施設などを備えた「泰澄の杜」にぶどう園が併設されています。8月中旬から9月下旬にかけてデラウェア、巨峰といったぶどうが次々と実をつけ、ぶどう狩りを楽しむことができます。ぶどう棚の下に入ればそこは日陰になっており、夏でも涼しい風が通…,お問い合わせ下さい,およそ90分(個人差あります),,0778-34-2322（泰澄の杜）,福井県越前町小倉88-55-1,"開園期間 8月中旬~9月下旬
9時~16時(最終体験ｽﾀｰﾄ時間14:50)","毎週火曜日
※8月9日、8月16日は営業","大人1800円
小学1000円
幼児800円
※60分制　(団体割引:10名様以上)",JR福井駅前から京福バス織田行き「泰澄の杜」下車すぐ/北陸自動車道鯖江ICから車で35分,あり,http://taichou-no-mori.jp/index.html,,ぶどう狩り,,予約方法 : 電話・ホームページ,,,,受付時間 : 10時～16時,　ホームページまたはお電話での事前予約制となっております。,,,,
detail_2043,いか釣り体験,いかつりたいけん,"丹南,越前町",漁業体験・魚釣り,35.9816516,135.9583014,16,https://www.fuku-e.com/experience/detail_2043.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2043/2043_2_l.jpg,越前岬の沖でイカの夜釣りを体験できます。たくさん釣ってお土産に持って帰りましょう。,,約3時間,,0778-37-1234（(一社)越前町観光連盟 ）,福井県越前町(越前海岸),"【電話予約】9:00～17:00
【ネット予約】24時間受付
※3日前までに要予約",,"1人 8,000円",北陸自動車道敦賀IC、武生IC、鯖江ICから約45分,,https://www.town-echizen.jp/locotabi/archives/product/202004_006,,イカ釣り体験,,"料金は事前にクレジットカード払いにてお支払いください（VISAまたはMasterCardのみ）
※クレジットカード払いが出来ない場合はご相談ください",,,,4月～10月頃,,,,,
detail_2044,越前町織田陶房  「わづみ館」,えちぜんちょうおたとうぼうわづみかん,"丹南,越前町",ものづくり体験,35.9480676,136.0556426,16,https://www.fuku-e.com/experience/detail_2044.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2044/2044_1_l.jpg,町営陶房「わづみ館」は、大人から子供まで陶芸を楽しめる体験型施設。当館の陶芸教室では一度に40人まで作品作りが可能です。日展の若手陶芸作家が親切にお教えします。世界でたった一つしかないオリジナル作品をつくりましょう。,一度に40名,,,0778-36-1922（町営陶房「わづみ館」）,福井県越前町下河原 37-42-1,9:00~17:00,不定休,"体験料：1,570円(粘土1kg)",JR武生駅からかれい崎行き福鉄バス「平等口」下車徒歩5分/北陸自動車道武生または鯖江ICから車で30分,あり,http://www.town-echizen.jp/spot/spot01Detail.php?421,,陶芸製作コ-ス,,予約方法 : 電話もしくはメールにて,15,,,受付時間 : 9:00～17:00,,,,,
detail_2045,すいせん研修館・水仙押し花体験,すいせんけんしゅうかん,"丹南,越前町",ものづくり体験,35.98458,135.961134,16,https://www.fuku-e.com/experience/detail_2045.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2045/2045_1_l.jpg,寒風吹きすさぶ越前の丘に、たくましく花開く越前水仙。この越前水仙の押し花を使い、オリジナルのコースター、しおりなどを作ることができます。,5名以上,,,0778-37-2277（すいせん研修館）,福井県越前町左右,18:00~21:30ごろ,月曜日,500円～,JR福井駅から越前岬行き京福バス「左右」下車徒歩3分/北陸自動車道敦賀ICから60分、武生または鯖江ICから車で40分,,,,水仙押し花体験,,予約方法 : 要予約(電話),,,,,,,,,
detail_2046,スキューバダイビング,すきゅーばだいびんぐ,"丹南,越前町",自然・スポーツ体験,35.9816516,135.9583014,16,https://www.fuku-e.com/experience/detail_2046.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2046/2046_1_l.jpg,簡単に気軽に海中を楽しみたい方、ぜひご参加ください。陸上では味わえない浮遊感、普段は見ることのない魚たち、透き通る海中に差し込む幻想的な光など、想像できないようなすばらしい世界が体験できます。,1人～,,,問合せ：0778-37-1234（越前町観光連盟 ）,福井県越前町(梅浦､厨､米ノ),,無休(天候により実施できない日があります。),"10,000円～",JR武生駅からかれい崎行きバスで1時間/北陸自動車道敦賀ICから車で40分、武生IC、鯖江ICから車で40分,,http://diving-echizen.com/,,ダイビング体験,,予約方法 : 各ダイビングショップに直接予約(電話・ＨＰ),,,,,,,,,
detail_2047,福井県陶芸館　陶芸教室,ふくいけんとうげいかんとうげいきょうしつ,"丹南,越前町",ものづくり体験,35.9348832,136.0582678,16,https://www.fuku-e.com/experience/detail_2047.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2047/2047_1_l.jpg,越前陶芸村には、平安末期より焼き継がれてきた歴史ある越前焼の体験ができる施設があります。,お問い合わせ下さい。,,,0778-32-2174（福井県陶芸館）,福井県越前町小曽原120-61,"電動ろくろ体験 9:00~15:00
手ひねり体験  9:00~15:00
絵付け体験   9:00~16:00",月曜日,"電動ろくろ体験
　お1人様:3,000円(1作品焼成費込み)
　　　　　　※追加料金1000円で2作品目を焼成できます。

手ひねり体験
　お1人様:1,500円

絵付け体験
 　 フリーカップ   600円 
 　 皿             700円 
　  ご飯茶碗       900円 
　  おろしそば鉢 1,000円 
　  マグカップ   1,100円 ",JR武生駅からかれい崎行き福鉄バスで30分、「陶芸村口」下車後、徒歩10分/北陸自動車道武生または鯖江ICから車で30分,あり,https://www.tougeikan.jp/kyoshitsu.html,,"電動ろくろ体験
手ひねり体験
絵付け体験",,予約方法 : 電話もしくはＨＰから,,,,,※作品が完成するまでは約40日かかります。完成した作品は、ご自宅への配送も承ります。(着払いのみ),,,,
detail_2048,大谷原(おおたんばら)のイモ掘り,おおたんばらのいもほり,"若狭路,美浜町",農業体験・フルーツ狩り,35.562312,135.973906,16,https://www.fuku-e.com/experience/detail_2048.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2048/2048_1_l.jpg,新庄の大谷原(おおたんばら)ではサツマイモの観光掘り取り園を開園しています。新鮮な空気の中で、イモ掘りが体験できます。良質の赤土、低農薬で作られたサツマイモは、甘くて美味です。 (掘っていただいたイモはお買い上げ願います。),,,大谷原いもほり園,0770-32-3378（農事組合法人　新庄わいわい楽舎　0770-32-3378）,福井県美浜町新庄13-5,9:00~16:00,,"入場料：未就学児無料、小学生100円/人、大人(中学生以上)250円/人
体験料：掘り取り価格:1ｋｇ400円","舞鶴若狭自動車道　若狭美浜ICより車で約15分
",,,,イモ掘り,,予約方法 : TEL 0770-32-3378,,,,"10月
（9:00〜16:00）",,,,,
detail_2049,農林業体験,のうりんぎょうたいけん,"若狭路,美浜町",農業体験・フルーツ狩り,35.60053,135.9405428,16,https://www.fuku-e.com/experience/detail_2049.html,https://www.fuku-e.com/common/images/ogImg.png,例．田植え体験米どころで代々米作りを続けている農家インストラクターが昔ながらの手法により行う田植え体験を通して、農家の楽しさ、喜び、苦労などを感じてください。腰をかがめての作業は大変ですが、終わった後は達成感を得ることができます。※その他農…,（一社）COLORsプラスへお問い合わせください,,,0770-32-2222（（一社）COLORsプラス）,福井県美浜町例.田植え体験 美浜町内の圃場※体験の種類により異なります｡詳細は､若狭美浜はあとふる体験推進協議会へお問い合わせください,"例.田植え体験
 9:00~17:00

※体験の種類により異なります｡
詳細は､（一社）COLORsプラスへお問い合わせください｡",,（一社）COLORsプラス（0770-32-2222）へお問い合わせください,"※体験の種類により異なります。
詳細は、（一社）COLORsプラスへお問い合わせください",,https://tabikobo-jpn.com/education/education.html,,農林業体験,,"予約方法 : TEL 0770-32-2222
FAX 0770-32-6667",,,,受付時間 : 随時,"例．田植え体験
用意するもの
服装:動きやすく汚れてもいい服装・タオル・帽子・カッパ",,,,
detail_2050,漁業体験,ぎょぎょうたいけん,"若狭路,美浜町",漁業体験・魚釣り,35.712812,135.971173,16,https://www.fuku-e.com/experience/detail_2050.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2050/2050_1_l.jpg,例．大敷網体験・食体験ベテランの漁師と一緒に漁船に乗って本格的な大敷網漁業が体験でき、海の上の楽しい思い出が作れます。また、採れた魚は班に分かれ調理します。採れたての魚のおいしさや旬の魚の調理法を知ることで食に対する理解が深まります。※その…,（一社）COLORsプラスへお問い合わせください,,,0770-32-2222（（一社）COLORsプラス）,福井県美浜町例.大敷網体験･食体験 美浜町丹生※体験の種類により異なります｡詳細は､若狭美浜はあとふる体験推進協議会へお問い合わせください,"例.大敷網体験･食体験
 4月中旬~10月中旬 4:00~7:00
 ただし､海水浴シーズン(7月上旬~8月中旬)は休みです｡

※体験の種類により異なります｡
詳細は､（一社）COLORsプラスへお問い合わせください｡
",,（一社）COLORsプラス（0770-32-2222）へお問い合わせください,"※体験の種類により異なります。
詳細は、（一社）COLORsプラスへお問い合わせください",,https://tabikobo-jpn.com/education/education.html,,漁業体験,,"予約方法 : TEL 0770-32-2222
FAX 0770-32-6667",,,,受付時間 : 随時,"例．大敷網体験・食体験
※用意するもの
服装:動きやすく汚れてもいい服装・タオル・エプロン",,,,
detail_2051,自然・アウトドア体験,しぜん・あうとどあたいけん,"若狭路,美浜町",自然・スポーツ体験,35.599613,135.913386,16,https://www.fuku-e.com/experience/detail_2051.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2051/2051_1_l.jpg,例．ボート体験ボートはチームワークが求められるスポーツ。一人が力んでも、もちろん怠ってもうまく進みません。漕ぎ手4人がコックス(船長)の掛け声に合わせ、呼吸が一つになったとき初めて湖面を滑るように進みます。練習後は、正式なコースで500ｍのレー…,（一社）COLORsプラスへお問い合わせください,,,0770-32-2222（（一社）COLORsプラス）,福井県美浜町例.ボート体験 美浜町県立久々子湖ボートコース※体験の種類により異なります。詳細は、若狭美浜はあとふる体験推進協議会へお問い合わせください,"例.ボート体験
 9:00~17:00

※体験の種類により異なります｡
詳細は､（一社）COLORsプラスへお問い合わせください｡",,（一社）COLORsプラス（0770-32-2222）へお問い合わせください,"※体験の種類により異なります。
詳細は、（一社）COLORsプラスへお問い合わせください",,https://tabikobo-jpn.com/education/education.html,,自然・アウトドア体験,,"予約方法 : TEL 0770-32-2222
FAX 0770-32-6667",,,,受付時間 : 随時,,,,,
detail_2052,座禅体験,ざぜんたいけん,"若狭路,高浜町",歴史・文化体験,35.481641,135.509927,16,https://www.fuku-e.com/experience/detail_2052.html,https://www.fuku-e.com/common/images/ogImg.png,大成寺は、若狭でも数少ない臨済宗建仁寺派の中本山です。自然豊かなで静かなお寺で座禅体験ができます。また、事前予約で住職の説法も聞いていただく事ができます。(要予約),4～40名,,,0770-72-3089（0770-72-3089）,福井県高浜町日置31-3,,　,無料,JR小浜線青郷駅から徒歩17分/舞鶴若狭自動車道大飯高浜ICから車で2015分,あり,http://daijoji.net/,,大成寺座禅体験,,予約方法 : 電話,10,,,,,,,,
detail_2053,きのこの森陶芸館,きのこのもりとうげいかん,"若狭路,おおい町",ものづくり体験,35.468329,135.588654,16,https://www.fuku-e.com/experience/detail_2053.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2053/2053_1_l.jpg,「きのこの森」の中に穴窯の遺跡が見つかったことを記念して建てられた陶芸館で作陶、絵付けの体験ができます。,"40人まで
但し、電動ロクロコースは
2～8人のグループ",,,0770-78-1714（きのこの森陶芸館）,福井県おおい町鹿野(きのこの森内)42-27,午前の部:10:00~12:00                                                                                                                                                                              午後の部:13:30~15:00,月曜日・木曜日,"入場料：清掃協力金として 大人200円、小人100円(3歳以上中学生以下)　※きのこの森の入場料に同じ
体験料：内容により、料金は異なる",JR若狭本郷駅から川上行き福鉄バス「小車田」下車すぐ/ 舞鶴若狭自動車道大飯高浜ICから3分、小浜西ICから20分,あり,,,"●作陶コース　●絵付けコース　●電動ロクロ体験コース
●別途　継続陶芸教室あり",,予約方法 : お電話にてお問い合わせください。,可,可,バス・普通自動車合わせて200台,受付時間 : 10:00～15:30,作品の仕上がりは、1カ月～1カ月半後となります。直接取りに来て頂くか、着払いにて送らせていただきます。詳しくはお電話にてお問い合わせください。,,,,
detail_2054,八ヶ峰家族旅行村,はちがみねかぞくりょこうむら,"若狭路,おおい町","ものづくり体験,自然・スポーツ体験",35.359644,135.683751,16,https://www.fuku-e.com/experience/detail_2054.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2054/2054_1_l.jpg,木工・竹細工・川魚釣り・川魚つかみ・鱒の産卵・林業体験等の体験が可能です。,"竹細工10～20人
川魚つかみ1人～
林業体験10～20人",,,0770-67-2844（八ケ峰家族旅行村）,福井県おおい町名田庄染ヶ谷6-8,9:00~15:30,無休,"入村料：小学生以上400円
体験料：竹細工1,000～1,500円、川魚釣り1,800円～、川魚つかみ1匹300円～、鱒の産卵500円～、林業体験1人2,000円",舞鶴若狭自動車道小浜ICから40分、大飯高浜ICから50分,あり,http://hachigamine.jp/,,"木工体験、竹細工
川魚釣り、川魚つかみ
鱒の産卵、林業体験",,予約方法 : 詳細についても、電話にてお問い合わせ下さい,30,,,,,,,,
